Address,Street,City,State,ZipCode,zpid,url,hasImage,status,soldPrice,beds,baths,area,latitude,longitude,isZillowOwned,soldDate,Type,lotArea,lotAreaUnits,taxAssessedValue,yearBuilt,livingArea,hoaFee,sunScore,buildFactor,climateFactor,electricityFactor,solarFactor,description,suburb,hasCooling,cooling,heating,parkingCapacity,parkingLocation,garageCapacity,basement,flooring,view,stories,porch,pricePerSquareFoot,roof,style,listDate,listPrice,walk_score,transit_score,bike_score
"1432 Beechwood Blvd, Pittsburgh, PA 15217",1432 Beechwood Blvd,Pittsburgh,PA,15217,11630038,https://www.zillow.com/homedetails/1432-Beechwood-Blvd-Pittsburgh-PA-15217/11630038_zpid/,TRUE,SOLD,1000000,4,4,5000,40.443207,-79.91793,FALSE,11/11/2021,SINGLE_FAMILY,0,sqft,590400,1968,5000,0,90.81,78.4,6.06,2.91,3.44,"Impressive 5,000+/- SQ FT Mid-Century Modern, built in 1964.  Situated on a beautiful stretch of Beechwood Blvd in Squirrel Hill. Exceptional 9,000 sq ft completely level lot w/ privacy brick wall bordering rear yard. Dramatic & spacious 27 x 10 foyer w/ floating stairs &  floor to ceiling windows providing remarkable natural sunlight. Main level includes Formal LR, Family Room, Dining Room & Eat-in-kitchen. Recently updated kitchen, guest bathroom, oversized-powder room  & new front door. Finished lower level includes a multi-purpose, spacious 24 x 20 area ideal for theatre rm, game rm, fitness rm; plus full bath & bonus room! Expand your living space experience by enjoying your 23 x 15 rear patio area & 25 x 8 front patio. Includes mature & well-cared for Greenhouse.  Infuse your personal vision into this classic, spacious contemporary to create the ultimate home.",Squirrel Hill North,TRUE,"Central Air,Electric","Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,"Hardwood,Tile",FALSE,2,,200,Composition,Contemporary,44431,1050000,77,54,74
"6465 Phillips Ave, Pittsburgh, PA 15217",6465 Phillips Ave,Pittsburgh,PA,15217,11289726,https://www.zillow.com/homedetails/6465-Phillips-Ave-Pittsburgh-PA-15217/11289726_zpid/,TRUE,SOLD,725000,4,5,2650,40.432816,-79.914,FALSE,11/10/2021,SINGLE_FAMILY,5488.56,sqft,474100,1968,2650,0,92.41,80,6.06,2.91,3.44,"Sq.Hill charm with modern updates! Clean & Tidy brick split-level on quiet, dead-end street! Ideal location - less than a block from Frick Park & walking distance to all Sq.Hill has to offer! Bright & spacious tiled out foyer leads into main level full of natural light through over-sized windows, beautiful hardwood floors & stunning WB fireplace, or it takes you right into remodeled wide-open chef’s kitchen - large island, two sinks, custom designed cabinetry, SS appliances & tons of recessed lights. Enjoy a book, a podcast, a wine, a coffee or entertain others on private covered back porch & secluded yard. 3BATHs & 3BRs upstairs with custom-built closets, including master with brand new en-suite bath, will fit a family of ANY size! Bonus room is few steps in from 2-car garage (a rare find in the city!) and perfect for office/quiet study/reading nook/man cave. Lower level features huge flex-space, separate laundry room, 1BR&1BATH for guest or teens. See list of upgrades! Colfax School!",Squirrel Hill South,TRUE,"Central Air,Electric","Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,NA,,274,Asphalt,Contemporary,9/30/2021,725000,67,47,66
"5552 Beacon St APT 22, Pittsburgh, PA 15217",5552 Beacon St APT 22,Pittsburgh,PA,15217,11631969,https://www.zillow.com/homedetails/5552-Beacon-St-APT-22-Pittsburgh-PA-15217/11631969_zpid/,TRUE,SOLD,207000,2,1,986,40.433365,-79.92847,FALSE,11/9/2021,SINGLE_FAMILY,1846.944,sqft,114200,1925,986,0,87.61,75.2,6.06,2.91,3.44,"Kamin Cottages is an historic townhouse community in the heart of Squirrel Hill between Frick Park and Schenley Park located up above the street and set back for privacy and security. This unit is the first one to the right at the top of the stairs, in move-in condition. Potential to finish the basement. Sweet front porch, wrap-around balcony and central courtyard. A serene community and a wonderful place to call home.",Squirrel Hill South,TRUE,Window A/C,"Natural Gas,Hot Water",0,On Street,NA,FALSE,"Ceramic Tile,Hardwood",FALSE,2,,210,Asphalt,,44457,220000,81,53,76
"1432 S Negley Ave, Pittsburgh, PA 15217",1432 S Negley Ave,Pittsburgh,PA,15217,11630620,https://www.zillow.com/homedetails/1432-S-Negley-Ave-Pittsburgh-PA-15217/11630620_zpid/,TRUE,SOLD,492500,4,3,1800,40.441505,-79.92572,FALSE,11/8/2021,SINGLE_FAMILY,4765.464,sqft,312000,1959,1800,0,92.41,80,6.06,2.91,3.44,"Welcome to this beautiful half of duplex home located in the desirable North of Forbes area. Fresh paint with crown molding throughout. Gorgeous hardwood floors, updated kitchen with granite countertop. Large deck off kitchen and family room/den for outdoor living. Owner's suite has large walk-in closet and a full bath. Three other nice-sized bedrooms and a full bath finish the upper level. Finished basement with 1 car integral garage. Just blocks from shopping & restaurants, close to Universities and hospitals. Move right in!",Squirrel Hill North,TRUE,Central Air,Natural Gas,1,"Garage,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood",FALSE,2,,274,Asphalt,,44350,625000,82,58,83
"5863 Northumberland St, Pittsburgh, PA 15217",5863 Northumberland St,Pittsburgh,PA,15217,2068631464,https://www.zillow.com/homedetails/5863-Northumberland-St-Pittsburgh-PA-15217/2068631464_zpid/,TRUE,SOLD,604555,NA,0,NA,NA,NA,FALSE,11/5/2021,MULTI_FAMILY,NA,NA,NA,1916,NA,0,NA,NA,NA,NA,NA,"Great investment opportunity! Very well built brick original four unit building, just North of Forbes, in the heart of Squirrel Hill. Walking distance to the Murray & Forbes business district & just a few minutes drive to Pitt, CMU, UPMC hospitals, Google & Phillips. Units 1, 3, & 4 are occupied. Unit 2 recently vacated. Perfect scenario to be an owner occupant! Wonderful size, the total square footage is 7,168 sq. ft. Each of the four units is just under 1,800 square feet! Units 1, 3, & 4 have 2 bedrooms, 1 full bath, 1 half bath, living room, sunroom, dining room, kitchen & storage room. Unit 2 has the same features, except the storage room can be a third bedroom. Off-street parking for 2 cars in the detached garage. Newer roof!",Squirrel Hill North,NA,,,2,Detached,NA,FALSE,,FALSE,NA,,NA,Asphalt,,9/1/2021,750000,82,54,75
"6400 Bartlett St, Pittsburgh, PA 15217",6400 Bartlett St,Pittsburgh,PA,15217,11631627,https://www.zillow.com/homedetails/6400-Bartlett-St-Pittsburgh-PA-15217/11631627_zpid/,TRUE,SOLD,695000,5,4,3483,40.435753,-79.91765,FALSE,11/5/2021,SINGLE_FAMILY,4758,sqft,530400,1925,3483,0,92.41,80,6.06,2.91,3.44,"Fabulous Victorian Lady with beautiful hardwoods ,wood paneling and trim, colorful stained glass windows and built in cabinets and a window seat too!*Enjoy the convenient central location to Forbes and Murray and the fun shopping, eateries, and great library*You are sandwiched between Schenley or Frick Park as well*Large owner's suite with and outdoor balcony overlooking the yard*3rd floor recreational room and loft for entertaining or exercise room with view of Pittsburgh*The eat in kitchen is a chef's dream*Enjoy the deck out the patio doors for a great BBQ !This home has it all and will not disappoint handcrafted with vision and love!",Squirrel Hill South,TRUE,Central Air,Natural Gas,0,On Street,NA,FALSE,"Ceramic Tile,Hardwood",FALSE,3,,200,Asphalt,Victorian,44378,850000,85,51,72
"900 Kennebec St, Pittsburgh, PA 15217",900 Kennebec St,Pittsburgh,PA,15217,11636082,https://www.zillow.com/homedetails/900-Kennebec-St-Pittsburgh-PA-15217/11636082_zpid/,TRUE,SOLD,224000,3,2,1142,40.425037,-79.93187,FALSE,11/2/2021,TOWNHOUSE,3049.2,sqft,85400,1928,1142,0,92.41,80,6.06,2.91,3.44,"Prime and Convenient Location! Welcome to 900 Kennebec! Located in upper Greenfield this meticulously maintained and recently updated townhouse is move in ready! Sitting on a flat corner lot, off street parking, abundant on street parking. Features Include: Freshly painted, updated light fixtures throughout, Pergo Timbercraft (waterproof laminate) flooring in the Living/Dining, Kitchen has brand new SS LG Appliances w extended warranty, granite countertops including a seamless single slab cut peninsula, french doors, second floor has natural hardwoods, both bathrooms have been updated/remodeled, Newer HVAC, Roof 10yrs, finished basement includes one bedroom and 3/4 bathroom, washer/dryer, Interior/Exterior waterproofing completed w lifetime warranty. Close to Everything! just minutes from Oakland, South Side, Sq Hill, The Waterfront and Downtown!  Note: Basement bed is non conforming, Shed not included, Sellers rep is Licensed, Tax estimate from Realist, Room sizes are approximate",Greenfield,TRUE,Gas,"Natural Gas,Forced Air",0,Off Street,NA,FALSE,"Ceramic Tile,Hardwood,Laminate",FALSE,2,,196,Asphalt,,9/10/2021,229790,71,47,50
"1330 Fairstead Ln, Pittsburgh, PA 15217",1330 Fairstead Ln,Pittsburgh,PA,15217,87801986,https://www.zillow.com/homedetails/1330-Fairstead-Ln-Pittsburgh-PA-15217/87801986_zpid/,TRUE,SOLD,605000,3,3,1964,40.420563,-79.915596,FALSE,10/29/2021,SINGLE_FAMILY,3271.356,sqft,467600,2004,1964,0,91.61,79.2,6.06,2.91,3.44,"Picture perfect Paired Cottage home located in the desirable Summerset at Frick Park neighborhood! Just steps away from the ample community amenities, this delightful home will impress you with dazzling hardwood floors, high ceilings and an open concept layout. Oversized windows and a gas fireplace punctuate the living room. Gourmet kitchen with granite countertops, stainless steel appliances and a breakfast bar. Entertain in the dining room featuring a statement chandelier and a sliding door to the rear deck. Upstairs you'll find a spacious Owner's suite with ample closets, private bath and jetted tub. Two more cheerful bedrooms share a hall bath with a dual vanity and tub/shower enclosure. Convenient 2nd floor laundry room and a double door linen closet. Enjoy the outdoors from the covered front porch, rear deck or level back yard. Low HOA fees and a prime Squirrel Hill location with easy commutes to downtown, Oakland & Shadyside!",Squirrel Hill South,TRUE,Central Air,"Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,"Hardwood,Tile,Wall to Wall,Carpet",FALSE,2,,308,Asphalt,Cottage,9/15/2021,615000,17,43,27
"2563 Beechwood Blvd, Pittsburgh, PA 15217",2563 Beechwood Blvd,Pittsburgh,PA,15217,11289766,https://www.zillow.com/homedetails/2563-Beechwood-Blvd-Pittsburgh-PA-15217/11289766_zpid/,TRUE,SOLD,825000,6,4,3289,40.428513,-79.915436,FALSE,10/29/2021,SINGLE_FAMILY,8158.788,sqft,582000,1932,3289,0,78.81,66.4,6.06,2.91,3.44,"All the space you've been looking & waiting for! This brick home in heart of Squirrel Hill next to Frick Park has fabulous mid-century modern vibe. Welcoming front porch. Large entryway. Amazing family room across back of house with custom woodwork and wall of bookcases.  White/stainless kitchen has all new appliances, breakfast area.  Built in buffet and mod lighting in DR,  big living room with gas fp. Hardwood floors on 1st floor + neutral carpet upstairs. 4br/2ba on 2nd flr has special owner's suite with separate sitting area, built-in cabinetry, updated glass/stone shower, quartz & maple vanity and beautiful view overlooking backyard.  4th br set up as home office. 3rd flr: 2br/1ba and perfect for kid space/workout/extra BRs.  2+ car integral garage. Extensive recessed & upgraded lighting. Big, bright windows. Mulit-level rear deck leads to flat yard off of the driveway. Awesome location! Convenient to Frick Park, schools, Sq Hill shopping & restaurants + UPMC, PITT/CMU, Downtown",Squirrel Hill South,TRUE,"Central Air,Electric","Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,"Area Rug,Ceramic Tile",FALSE,3,,251,Slate,Colonial,9/15/2021,840000,67,46,60
"828 Monteiro St, Pittsburgh, PA 15217",828 Monteiro St,Pittsburgh,PA,15217,11539828,https://www.zillow.com/homedetails/828-Monteiro-St-Pittsburgh-PA-15217/11539828_zpid/,TRUE,SOLD,162000,3,1,1175,40.426777,-79.93491,FALSE,10/29/2021,SINGLE_FAMILY,3598.056,sqft,69000,1950,1175,0,85.21,72.8,6.06,2.91,3.44,"Newly remodeled! This very cozy three bedroom ranch is nestled right in the heart of Greenfield. This house is a beautiful home, as well as an excellent investment opportunity! Central AC, New Refrigerator, New Oven, and New Dishwasher all still with the blue wrapping on them. Washer / Dryer, updates throughout, easy parking right in front of the house, wonderful backyard! Just grab your stuff, turn the key, and move in! Home Warranty included!!",Greenfield,TRUE,Central Air,Natural Gas,0,On Street,NA,FALSE,"Ceramic Tile,Laminate,Vinyl",FALSE,NA,,138,Asphalt,Raised Ranch,8/31/2021,179000,66,49,60
"5859 Ferree St, Pittsburgh, PA 15217",5859 Ferree St,Pittsburgh,PA,15217,11630744,https://www.zillow.com/homedetails/5859-Ferree-St-Pittsburgh-PA-15217/11630744_zpid/,TRUE,SOLD,400000,3,3,1280,40.441097,-79.92109,FALSE,10/29/2021,SINGLE_FAMILY,5148.792,sqft,180000,1956,1280,0,46.81,34.4,6.06,2.91,3.44,"Hard to find ranch style house on large level corner lot in Squirrel Hill. This house has been lovingly lived in by the same family for 55 years.  Integral garage.  The second photo shows the large lot (lined out in red) and the house - it shows how much yard there is.  Its hard to find a house with no steps to the front door and this much level yard in Squirrel Hill.  Bedrooms 2 & 3 have an accordion door - was great for sisters!  Also you can see the beautiful hardwood floors in the sisters' room.  Lots of closets, storage, extra rooms with nooks and crannies.  Must see this one!",Squirrel Hill North,TRUE,Central Air,Natural Gas,0,"Garage,Off Street,Garage Door Opener",NA,FALSE,"Hardwood,Wall to Wall",FALSE,1,,313,,Contemporary,7/21/2021,549000,86,57,85
"5745 Northumberland St, Pittsburgh, PA 15217",5745 Northumberland St,Pittsburgh,PA,15217,11630821,https://www.zillow.com/homedetails/5745-Northumberland-St-Pittsburgh-PA-15217/11630821_zpid/,TRUE,SOLD,690000,5,3,3233,40.441563,-79.923874,FALSE,10/29/2021,SINGLE_FAMILY,4734.972,sqft,441600,1915,3233,0,60.41,48,6.06,2.91,3.44,"Stunning Victorian! This home features an inviting front porch that leads into the impressive foyer; equipped with gorgeous woodwork & fabulous stained glass windows. Throughout the home you will find pocket doors, high ceilings, hardwood floors, recessed lighting, & bay windows. The spacious kitchen leads to a private and flat backyard. There are 4 bedrooms on the 2nd floor and an updated full bath with double sinks. The 3rd floor has been meticulously renovated & features 2 large bedrooms, skylights, & a beautifully renovated bath with double sinks, large Jacuzzi tub, & separate walk in shower. Great for master suite & guest/office space. Move in ready in prime Sq. Hill location; just a couple blocks from the shops & restaurants in Sq. Hill, Wightman Park, & minutes to hospitals & Universities.  New furnace, boiler & water heater, renovated kitchen, many period details restored & other improvements made. Don't miss this fantastic opportunity!!",Squirrel Hill North,TRUE,"Central Air,Window A/C","Natural Gas,Hot Water",2,"Detached,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,3,,213,Composition,,9/25/2021,690000,88,58,86
"1257 Denniston St, Pittsburgh, PA 15217",1257 Denniston St,Pittsburgh,PA,15217,11629656,https://www.zillow.com/homedetails/1257-Denniston-St-Pittsburgh-PA-15217/11629656_zpid/,TRUE,SOLD,475000,4,3,NA,40.44648,-79.91957,FALSE,10/29/2021,TOWNHOUSE,NA,NA,300,1915,NA,0,NA,NA,NA,NA,NA,"Spacious townhome on the much-coveted cul-de-sac of Denniston St. in Squirrel Hill, north of Forbes. Enjoy 3 stories, 4 bedrooms, 2.5 bathrooms, and a bonus floor thanks to a modern finished basement complete with an expansive common area, laundry room, mechanical room, and a full bathroom. New hardwood floors, new windows, new sewer line, and rewired electric on all floors. A chic mudroom leads to a living room with charming built-ins, a large sunroom, and a powder room. Make your way through the oversized dining room and kitchen with abundant cabinets and counters to enjoy the covered back deck with serene vistas of the surrounding neighborhood, and a newly expanded backyard with custom fencing. A detached two car garage in the adjacent alley is also included.    A one of a kind property!!",Point Breeze,TRUE,Window A/C,"Natural Gas,Hot Water",2,Detached,NA,FALSE,"Hardwood,Tile,Wall to Wall",FALSE,3,,NA,Other,,9/12/2021,449000,72,56,86
"5614 Fair Oaks St, Pittsburgh, PA 15217",5614 Fair Oaks St,Pittsburgh,PA,15217,11629436,https://www.zillow.com/homedetails/5614-Fair-Oaks-St-Pittsburgh-PA-15217/11629436_zpid/,TRUE,SOLD,370000,3,3,2801,40.445747,-79.927734,FALSE,10/29/2021,SINGLE_FAMILY,2800.908,sqft,293400,1915,2801,0,62.81,50.4,6.06,2.91,3.44,Prime location! Great bones.  Beautifully redone 1st floor and master suite on second.  Potential for a second master suite on third with a possible deck.  Glass block windows need to be replaced. Bring your architect and/or contractor to help you create your dream home.,Squirrel Hill North,TRUE,Central Air,"Natural Gas,Forced Air",1,Off Street,NA,FALSE,"Ceramic Tile,Hardwood",FALSE,3,,132,Asphalt,Other,8/14/2021,425000,59,58,69
